Cycle,FEC_ID,Cand_ID,Name,Party,District,Dist_curr,Curr_Cand,Cycle_cand,CRPICO,Receip_cd,No_pacs
2018, H8FL06122 , N00041781 , John Ward (R) , R , FL06 ,      ,   , Y , O , RL ,   
2018, H8TX17149 , N00041704 , Rick Kennedy (D) , D , TX17 ,      , Y , Y , C , DL ,   
2018, H8TX22230 , N00041705 , Eric K Zmrhal (R) , R , TX22 ,      ,   , Y , C , RL ,   
2018, H8TX23139 , N00041706 , Rick Trevino (D) , D , TX23 ,      ,   , Y , C , DL ,   
2018, H8TX23147 , N00041707 , Jay Hulings (D) , D , TX23 ,      ,   , Y , C , DL ,   
2018, H8TX25134 , N00041708 , Chetan Panda (D) , D , TX25 ,      ,   , Y , C , DL ,   
2018, H8UT03360 , N00041709 , Jim Bennett (3) , 3 , UT03 ,      ,   , Y , O , 3L ,   
2018, H8UT03378 , N00041710 , Russell Paul Roesler (I) , I , UT03 ,      ,   , Y , O , 3N ,   
2018, H8UT03386 , N00041711 , Brendan Phillips (3) , 3 , UT03 ,      ,   , Y , O , 3N ,   
2018, H8VA02079 , N00041712 , Mary Jones (R) , R , VA02 ,      ,   , Y , C , RL ,   
2018, H8VA02087 , N00041713 , Garry Hubbard (D) , D , VA02 ,      ,   , Y , C , DN ,   
2018, H8VA06070 , N00041714 , Peter Volosin (D) , D , VA06 ,      ,   , Y , O , DL ,   
2018, H8WA05193 , N00041715 , Lisa Brown (D) , D , WA05 ,      , Y , Y , C , DL ,   
2018, H8WI05165 , N00041716 , Tom Palzewicz (D) , D , WI05 ,      , Y , Y , C , DL ,   
2018, H8WV01067 , N00041717 , Ralph Baxter (D) , D , WV01 ,      ,   , Y , C , DL ,   
2018, P00006247 , N00041718 , Michael Aguiar (D) , D , PRES ,      ,   ,   ,   , DN ,   
2018, P00006254 , N00041719 , Tyrell J Heaton (D) , D , PRES ,      ,   ,   ,   , DN ,   
2018, P00006262 , N00041720 , Peyton C. Faucett (I) , I , PRES ,      ,   ,   ,   , 3N ,   
2018, P00006270 , N00041721 , Matthew M. Mr. Abraugh (3) , 3 , PRES ,      ,   ,   ,   , 3N ,   
2018, P00006288 , N00041722 , Nevin Kamath (3) , 3 , PRES ,      ,   ,   ,   , 3N ,   
2018, P00006296 , N00041723 , Nakia Lacquers Anthony (D) , D , PRES ,      ,   ,   ,   , DN ,   
2018, P00006304 , N00041724 , Korey Paul Starkey (I) , I , PRES ,      ,   ,   ,   , 3N ,   
2018, P20005419 , N00041725 , Revdr.Mary Rincon (I) , I , PRES ,      ,   ,   ,   , 3N ,   
2018, P20005427 , N00041726 , Mary June Rincon (I) , I , PRES ,      ,   ,   ,   , 3N ,   
2018, P80005952 , N00041727 , Travis Lee Stevenson (R) , R , PRES ,      ,   ,   ,   , RN ,   
2018, S0KY00263 , N00041728 , Karl Das (R) , R , KYS1 ,      ,   ,   ,   , RN ,   
2018, S8CA00390 , N00038874 , Clifton Roberts (I) , I , CAS2 ,      ,   , Y , C , 3N ,   
2018, S8CT00121 , N00035056 , Matthew Corey (R) , R , CTS1 ,      , Y , Y , C , RL ,   
2018, S8IN00171 , N00041731 , Mike Braun (R) , R , INS1 ,      , Y , Y , C , RW ,   
2018, S8IN00189 , N00031741 , Todd Rokita (R) , R , INS1 , IN04 ,   , Y , C , RL ,   
2018, S8IN00197 , N00041733 , John Patrick Piper (I) , I , INS1 ,      ,   , Y , C , 3N ,   
2018, S8MA00326 , N00041734 , Beth Lindstrom (R) , R , MAS1 ,      ,   , Y , C , RL ,   
2018, S8MI00380 , N00041735 , Anita Belle (3) , 3 , MIS2 ,      , Y , Y , C , 3L ,   
2018, S8MN00552 , N00041736 , Jim Newberger (R) , R , MNS2 ,      , Y , Y , C , RL ,   
2018, S8MT00234 , N00035517 , Matt Rosendale (R) , R , MTS1 ,      , Y , Y , C , RL ,   
2018, S8ND00104 , N00041738 , Tom Campbell (R) , R , ND01 ,      ,   ,   , O , RL ,   
2018, S8NE00182 , N00041739 , Jane Raybould (D) , D , NES1 ,      , Y , Y , C , DL ,   
2018, S8PA00320 , N00025495 , Lou Barletta (R) , R , PAS2 , PA11 , Y , Y , C , RL ,   
2018, S8TN00329 , N00041741 , Bill Bailey (D) , D , TNS1 ,      ,   , Y , O , DN ,   
2018, H8CA01224 , N00041752 , Dennis Duncan (D) , D , CA01 ,      ,   , Y , C , DN ,   
2018, S0NY00402 , N00030614 , Scott Noren (I) , I , NYS1 ,      , Y , Y , C , 3L ,   
2018, H0NM03037 , N00030944 , Adam Kokesh (L) , L , AZS2 ,      ,   ,   , C , 3L ,   
2018, H4TX21041 , N00035273 , Matt McCall (R) , R , TX21 ,      ,   , Y , O , RL ,   
2018, H4AZ03018 , N00022689 , Robert C Schuster (D) , D , AZ03 ,      ,   ,   ,   , DN ,   
2018, P40003220 , N00026737 , Andrew Jaye Wildman (I) , I , PRES ,      ,   ,   ,   , 3N ,   
2018, H6MA09172 , N00040168 , Bill Cimbrelo (D) , D , MA09 ,      ,   , Y , C , DL ,   
2018, H6TX36010 , N00035673 , Dwayne Stovall (R) , R , TXS1 ,      ,   ,   , C , RN ,   
2018, H6CA05336 , N00039297 , Carlos Santamaria (R) , R , CA05 ,      ,   , Y , C , RN ,   
2018, H6OH01088 , N00038447 , Sam Ronan (R) , R , OH01 ,      ,   , Y , C , RL ,   
2018, S4TX00508 , N00035790 , Chris Mapp (R) , R , TX27 ,      ,   ,   , O , RL ,   
2018, H2TX27216 , N00034566 , Ronnie McDonald (D) , D , TX27 ,      ,   , Y , O , DL ,   
2018, H2TX16227 , N00034729 , Jerome Tilghman (D) , D , TX16 ,      ,   , Y , O , DL ,   
2018, S4TX00532 , N00036059 , Ken Cope (R) , R , TX06 ,      ,   ,   , O , RL ,   
2018, H2IL02156 , N00035059 , Marcus Lewis (D) , D , IL02 ,      ,   ,   , C , DL ,   
2018, S4NE00157 , N00036202 , Todd Watson (R) , R , NES1 ,      ,   , Y , C , RL ,   
2018, H6NH02220 , N00040036 , Jay Mercer (R) , R , NH02 ,      ,   , Y , C , RL ,   
2018, S2TX00197 , N00025143 , Kevin Dale Harrison (I) , I , TX06 ,      ,   ,   ,   , 3N ,   
2018, H4MN08091 , N00036641 , Ray Skip Sandman (3) , I , MN08 ,      , Y , Y , O , 3L ,   
2018, S2IN00109 , N00034658 , Andy Horning (R) , R , INS1 ,      ,   , Y , C , RN ,   
2018, H0FL01112 , N00042043 , Emily Rosas (R) , R , FL01 ,      ,   , Y , C , RN ,   
2018, H8AL02205 , N00042044 , Rich Hobson (R) , R , AL02 ,      ,   , Y , C , RL ,   
2018, H8AL88014 , N00042045 , Justin Tyler May (D) , D , AL02 ,      ,   , Y , C , DN ,   
2018, H8AR01029 , N00042046 , Chintan Desai (D) , D , AR01 ,      , Y , Y , C , DL ,   
2018, H8AZ02185 , N00042047 , Lea Marquez Peterson (R) , R , AZ02 ,      , Y , Y , O , RL ,   
2018, H8AZ03142 , N00042048 , Sergio Arellano (R) , R , AZ03 ,      ,   , Y , C , RL ,   
2018, H8AZ05162 , N00042049 , Jose Torres (D) , D , AZ05 ,      ,   , Y , C , DL ,   
2018, H8AZ07044 , N00042050 , Catherine Miranda (D) , D , AZ07 ,      ,   , Y , C , DL ,   
2018, H8AZ08109 , N00042051 , David Lien (R) , R , AZ08 ,      ,   , Y , O , RL ,   
2018, H8AZ08117 , N00042052 , Travis Angry (R) , R , AZ08 ,      ,   , Y , O , RN ,   
2018, H8AZ08125 , N00042053 , Robert Kyle Schuster (D) , D , AZ08 ,      ,   , Y , O , DN ,   
2018, H8AZ08133 , N00042054 , Phil Lovas (R) , R , AZ08 ,      ,   , Y , O , RL ,   
2018, H8AZ08141 , N00042055 , Chad Allen (R) , R , AZ08 ,      ,   , Y , O , RL ,   
2018, H8AZ08158 , N00042056 , Debbie Lesko (R) , R , AZ08 , AZ08 , Y , Y , I , RW ,   
2018, H8AZ08166 , N00042057 , Scott Baker (R) , R , AZ08 ,      ,   , Y , O , RN ,   
2018, H8AZ08174 , N00042058 , Steve Montenegro (R) , R , AZ08 ,      ,   , Y , O , RL ,   
2018, H8AZ08182 , N00042059 , Brenden Dilley (R) , R , AZ08 ,      ,   , Y , O , RL ,   
2018, H8AZ08190 , N00042060 , Richard Mack (R) , R , AZ08 ,      ,   , Y , O , RL ,   
2018, H8CA01232 , N00042061 , Lawrence Jordan (D) , D , CA01 ,      ,   , Y , C , DN ,   
2018, H8CA01240 , N00042062 , Lewis Elbinger (3) , 3 , CA01 ,      ,   , Y , C , 3L ,   
2018, H8CA01257 , N00042063 , Audrey Denney (D) , D , CA01 ,      , Y , Y , C , DL ,   
2018, H8CA05183 , N00042064 , Jason Kishineff (3) , 3 , CA05 ,      ,   , Y , C , 3L ,   
2018, H8CA07080 , N00042065 , Robert Richardson (3) , 3 , CA09 ,      ,   , Y , C , 3N ,   
2018, H8FL12062 , N00041782 , Mathew Thomas (D) , D , FL12 ,      ,   , Y , C , DN ,   
2018, H8FL12070 , N00041783 , Stephen Perenich (D) , D , FL12 ,      ,   , Y , C , DL ,   
2018, H8FL16055 , N00041784 , David Shapiro (D) , D , FL16 ,      , Y , Y , C , DL ,   
2018, H8FL18028 , N00041785 , Lauren Baer (D) , D , FL18 ,      , Y , Y , C , DL ,   
2018, H8FL21055 , N00041786 , Kurt Jetta (R) , R , FL21 ,      ,   , Y , C , RN ,   
2018, H8FL27110 , N00041787 , Gabe Ferrer (R) , R , FL27 ,      ,   , Y , O , RN ,   
2018, H8GA01071 , N00041788 , Barbara A Seidman (D) , D , GA01 ,      ,   , Y , C , DL ,   
2018, H8GA02061 , N00041789 , Bruce McPherson (R) , R , GA02 ,      ,   , Y , C , RN ,   
2018, H8GA06369 , N00041790 , Bobby Kaple (D) , D , GA06 ,      ,   , Y , C , DL ,   
2018, H8GA07201 , N00041791 , Carolyn Bourdeaux (D) , D , GA07 ,      , Y , Y , C , DL ,   
2018, H8GA10163 , N00041792 , Joe Hunt (R) , R , GA10 ,      ,   , Y , C , RL ,   
2018, H8GA11047 , N00041793 , Adam Wynn (D) , D , GA11 ,      ,   , Y , C , DN ,   
2018, H8IA03181 , N00041794 , Eddie J. Mauro (D) , D , IA03 ,      ,   , Y , C , DL ,   
2018, H8IA04122 , N00041795 , John Paschen (D) , D , IA04 ,      ,   , Y , C , DL ,   
2018, H8ID01157 , N00041796 , Nick Henderson (R) , R , ID01 ,      ,   , Y , O , RL ,   
2018, H8IL06170 , N00041797 , Grace Haaf (D) , D , IL06 ,      ,   , Y , C , DN ,   
2018, H8IL09182 , N00041798 , D. Vincent Thomas Jr (R) , R , IL09 ,      ,   , Y , C , RL ,   
2018, H8IL16153 , N00038562 , James Marter (R) , R , IL16 ,      ,   , Y , C , RL ,   
2018, H8IN02169 , N00041800 , Mel Hall (D) , D , IN02 ,      , Y , Y , C , DL ,   
2018, H8IN04173 , N00041801 , Sheryl Shipley (D) , D , IN04 ,      ,   , Y , O , DN ,   
2018, H8IN04181 , N00041802 , Jared Thomas (R) , R , IN04 ,      ,   , Y , O , RL ,   
2018, H8IN06111 , N00041803 , Arturas Kerelis (D) , D , IN06 ,      ,   , Y , O , DN ,   
2018, H8KS02165 , N00041804 , Antonio Soave (R) , R , KS02 ,      ,   , Y , O , RN ,   
2018, H8KS02173 , N00041805 , Paul Davis (D) , D , KS02 ,      , Y , Y , O , DL ,   
2018, H8LA03045 , N00041806 , Phillip Conner (D) , D , LA03 ,      ,   , Y , C , DN ,   
2018, H8MA03098 , N00041807 , Nadeem Mazen (D) , D , MA03 ,      ,   , Y , O , DN ,   
2018, H8MA03106 , N00041808 , Lori Trahan (D) , D , MA03 ,      , Y , Y , O , DW ,   
2018, H8MA03114 , N00041809 , Rick Green (R) , R , MA03 ,      , Y , Y , O , RL ,   
2018, H8MA03122 , N00041810 , Juana Matias (D) , D , MA03 ,      ,   , Y , O , DL ,   
2018, H8MA03130 , N00041811 , Abhijit Beej Das (D) , D , MA03 ,      ,   , Y , O , DL ,   
2018, H8MD01193 , N00041812 , Jesse Colvin (D) , D , MD01 ,      , Y , Y , C , DL ,   
2018, H8MD06184 , N00041813 , Lisa Lloyd (R) , R , MD06 ,      ,   , Y , O , RL ,   
2018, H8MD06192 , N00041814 , Kevin Caldwell (L) , L , MD06 ,      , Y , Y , O , 3L ,   
2018, H8MD06200 , N00041815 , Matt Mossburg (R) , R , MD06 ,      ,   , Y , O , RN ,   
2018, H8ME02193 , N00041816 , Will Hoar (I) , I , ME02 ,      , Y , Y , C , 3L ,   
2018, H8ME02201 , N00041817 , Lucas St. Clair (D) , D , ME02 ,      ,   , Y , C , DL ,   
2018, H8ME02219 , N00041818 , Tiffany Bond (I) , I , ME02 ,      , Y , Y , C , 3L ,   
2018, H8MI01164 , N00041819 , Dwight Brady (D) , D , MI01 ,      ,   , Y , C , DN ,   
2018, H8MI03061 , N00041820 , Fred Wooden (D) , D , MI03 ,      ,   , Y , C , DN ,   
2018, H8MI03079 , N00041821 , Catherine Albro (D) , D , MI03 ,      , Y , Y , C , DL ,   
2018, H8MI06163 , N00041822 , George Franklin (D) , D , MI06 ,      ,   , Y , C , DL ,   
2018, H8MI08110 , N00041823 , Chris Smith (D) , D , MI08 ,      ,   , Y , C , DL ,   
2018, H8MI09092 , N00041824 , Candius Stearns (R) , R , MI09 ,      , Y , Y , O , RL ,   
2018, H8MI11270 , N00041825 , Klint Kesto (R) , R , MI11 ,      ,   , Y , O , RL ,   
2018, H8MI11288 , N00013848 , Rocky Raczkowski (R) , R , MI11 ,      ,   , Y , O , RL ,   
2018, H8MN01329 , N00041827 , Carla Nelson (R) , R , MN01 ,      ,   , Y , O , RL ,   
2018, H8MO01150 , N00041828 , DeMarco Davidson (D) , D , MO01 ,      ,   , Y , C , DL ,   
2018, H8MO05128 , N00041829 , Kress Cambers (R) , R , MO05 ,      ,   , Y , C , RL ,   
2018, H8MO06092 , N00041830 , Henry Martin (D) , D , MO06 ,      , Y , Y , C , DL ,   
2018, H8MO07207 , N00041831 , Peyton C. Mr. Faucett (D) , D , MO07 ,      ,   ,   ,   , DN ,   
2018, H8MP01015 , N00041832 , Angel Aldan Demapan (R) , R , MP00 ,      , Y , Y , C , RL ,   
2018, H8MT00119 , N00041833 , Grant Kier (D) , D , MT01 ,      ,   , Y , C , DL ,   
2018, H8MT00127 , N00041834 , Tom Woods (D) , D , MT01 ,      ,   , Y , C , DN ,   
2018, H8NC02094 , N00041835 , Ken Romley (D) , D , NC02 ,      ,   , Y , C , DL ,   
2018, H8NC02102 , N00041836 , Allen Chesser (R) , R , NC02 ,      ,   , Y , C , RL ,   
2018, H8NC05089 , N00041837 , Matthew Vera (R) , R , NC05 ,      ,   , Y , C , RN ,   
2018, H8NC11111 , N00041838 , Christopher Money (R) , R , NC11 ,      ,   , Y , C , RN ,   
2018, H8NE03095 , N00041839 , Paul Theobald (D) , D , NE03 ,      , Y , Y , C , DL ,   
2018, H8NH02267 , N00041840 , Stewart Levenson (R) , R , NH02 ,      ,   , Y , C , RL ,   
2018, H8NH02275 , N00041841 , Steve Negron (R) , R , NH02 ,      , Y , Y , C , RL ,   
2018, H8NJ04188 , N00041842 , Josh Welle (D) , D , NJ04 ,      , Y , Y , C , DL ,   
2018, H8NJ07223 , N00041843 , Tom Malinowski (D) , D , NJ07 ,      , Y , Y , C , DW ,   
2018, H8NJ11183 , N00041844 , Mark Washburne (D) , D , NJ11 ,      ,   , Y , O , DL ,   
2018, H8NM02180 , N00041845 , Andrew Salas (R) , R , NM02 ,      ,   , Y , O , RN ,   
2018, H8NV03200 , N00037247 , Susie Lee (D) , D , NV03 ,      , Y , Y , O , DW ,   
2018, H8NY01189 , N00041847 , Elaine DiMasi (D) , D , NY01 ,      ,   , Y , C , DL ,   
2018, H8NY01197 , N00041848 , Kate Browning (D) , D , NY01 ,      ,   , Y , C , DL ,   
2018, H8NY02070 , N00041849 , Tim Gomes (D) , D , NY02 ,      ,   , Y , C , DN ,   
2018, H8NY09158 , N00041850 , Adem Bunkeddeko (D) , D , NY09 ,      ,   , Y , C , DL ,   
2018, H8NY11121 , N00041851 , Paul Sperling (D) , D , NY11 ,      ,   , Y , C , DL ,   
2018, H8NY23209 , N00041852 , Karl Warrington (D) , D , NY23 ,      ,   , Y , C , DN ,   
2018, H8NY23217 , N00041853 , Charles Whalen (D) , D , NY23 ,      ,   , Y , C , DN ,   
2018, H8NY24090 , N00041854 , Dana Balter (D) , D , NY24 ,      , Y , Y , C , DL ,   
2018, H8NY26129 , N00041855 , Rosanne DiPizio (R) , R , NY26 ,      ,   , Y , C , RN ,   
2018, H8OH16132 , N00041856 , Kit Seryak (R) , R , OH16 ,      ,   , Y , O , RN ,   
2018, H8OK04060 , N00041857 , John W McKenna (D) , D , OK04 ,      ,   , Y , C , DN ,   
2018, H8OR02153 , N00041858 , Eric Burnette (D) , D , OR02 ,      ,   , Y , C , DL ,   
2018, H8PA04108 , N00041859 , Shavonnia Corbin-Johnson (D) , D , PA10 ,      ,   ,   , C , DL ,   
2018, H8PA05204 , N00041860 , Marc Friedenberg (D) , D , PA12 ,      , Y , Y , C , DL ,   
2018, H8PA08141 , N00041861 , Rachel Reddick (D) , D , PA01 ,      ,   , Y , C , DL ,   
2018, H8PA11079 , N00040817 , Andrew Shecktor (R) , R , PA09 ,      ,   , Y , O , RN ,   
2018, H8PA11087 , N00041863 , Andrew Lewis (R) , R , PA09 ,      ,   , Y , O , RN ,   
2018, H8PA13109 , N00041864 , Kristopher Hart (R) , R , PA04 ,      ,   , Y , O , RN ,   
2018, H8PA15187 , N00041865 , Greg Edwards (D) , D , PA07 ,      ,   , Y , O , DL ,   
2018, H8PA15195 , N00041866 , Ryan Mackenzie (R) , R , PA07 ,      ,   , Y , O , RN ,   
2018, H8PA15203 , N00041867 , Chip Collica (I) , I , PA07 ,      ,   , Y , O , 3N ,   
2018, H8CA09144 , N00042066 , Marla Livengood (R) , R , CA09 ,      , Y , Y , C , RL ,   
2018, H8CA10191 , N00042067 , Scott Shoblom (I) , I , CA10 ,      ,   , Y , C , 3N ,   
2018, H8CA11090 , N00042068 , Dennis Lytton (D) , D , CA11 ,      ,   , Y , C , DL ,   
2018, H8PA15211 , N00041868 , David Weidman (D) , D , PA07 ,      ,   , Y , O , DN ,   
2018, H8PA17068 , N00041869 , Robert Kuniegel (R) , R , PA08 ,      ,   , Y , C , RL ,   
2018, H8PA18181 , N00041870 , Conor Lamb (D) , D , PA17 , PA18 , Y , Y , I , DW ,   
2018, H8PA18199 , N00041871 , Guy Reschenthaler (R) , R , PA14 ,      , Y , Y , O , RW ,   
2018, H8TN02184 , N00041872 , Marc Whitmire (R) , R , TN02 ,      ,   , Y , O , RN ,   
2018, H8TN07076 , N00041873 , Mark Green (R) , R , TN07 ,      , Y , Y , O , RW ,   
2018, H8TX01051 , N00041874 , Roshin Rowjee (R) , R , TX01 ,      ,   , Y , C , RL ,   
2018, H8TX02109 , N00041875 , Malcolm Whittaker (R) , R , TX02 ,      ,   , Y , O , RL ,   
2018, H8TX03131 , N00041876 , Robert Mason (3) , 3 , TX03 ,      , Y , Y , O , 3L ,   
2018, H8TX08106 , N00041877 , Autry Pruitt (R) , R , TX21 ,      ,   , Y , O , RL ,   
2018, H8TX11118 , N00041878 , Eric Pfalzgraf (D) , D , TX11 ,      ,   , Y , C , DL ,   
2018, H8TX14153 , N00041879 , Bill Sargent (R) , R , TX14 ,      ,   , Y , C , RL ,   
2018, H8TX23154 , N00041880 , Judy Canales (D) , D , TX23 ,      ,   , Y , C , DL ,   
2018, H8TX24111 , N00041881 , John Biggan (D) , D , TX24 ,      ,   , Y , C , DL ,   
2018, H8TX27049 , N00041882 , Michael Cloud (R) , R , TX27 , TX27 , Y , Y , I , RW ,   
2018, H8TX27056 , N00041883 , Eric Holguin (D) , D , TX27 ,      , Y , Y , C , DL ,   
2018, H8TX32148 , N00041884 , Lillian Salerno (D) , D , TX32 ,      ,   , Y , C , DL ,   
2018, H8TX35018 , N00041885 , Sherrill Kenneth Alexander (R) , R , TX35 ,      ,   , Y , C , RL ,   
2018, H8UT02248 , N00041886 , Mary Burkett (R) , R , UT02 ,      ,   , Y , C , RL ,   
2018, H8UT02255 , N00041887 , Shireen Ghorbani (D) , D , UT02 ,      , Y , Y , C , DL ,   
2018, H8UT03394 , N00041709 , Jim Bennett (3) , 3 , UT03 ,      ,   ,   , O , 3L ,   
2018, H8VA02095 , N00041889 , Ernest Porter (D) , D , VA02 ,      ,   , Y , C , DN ,   
2018, H8VA02103 , N00041890 , Karen Mallard (D) , D , VA02 ,      ,   , Y , C , DL ,   
2018, H8VA06088 , N00041891 , Sergio Coppola (D) , D , VA06 ,      ,   , Y , O , DL ,   
2018, H8VA10163 , N00041892 , Julia Biggins (D) , D , VA10 ,      ,   , Y , C , DL ,   
2018, H8VT01040 , N00031294 , Daniel Freilich (D) , D , VT01 ,      ,   , Y , C , DL ,   
2018, H8WA08197 , N00041894 , Robert Hunziker (D) , D , WA08 ,      ,   , Y , O , DN ,   
2018, H8WA08205 , N00032631 , Dino Rossi (R) , R , WA08 ,      , Y , Y , O , RL ,   
2018, H8WA08213 , N00041896 , Brayden Olson (D) , D , WA08 ,      ,   , Y , O , DN ,   
2018, H8WA08221 , N00041897 , Bill Grassie (I) , I , WA08 ,      ,   , Y , O , 3L ,   
2018, H8WI08045 , N00041898 , Beau Liegeois (D) , D , WI08 ,      , Y , Y , C , DL ,   
2018, H8WV01075 , N00041899 , Kendra Fershee (D) , D , WV01 ,      , Y , Y , C , DL ,   
2018, P00006312 , N00041900 , Mark L Bauer (I) , I , PRES ,      ,   ,   ,   , 3N ,   
2018, P00006320 , N00041901 , Bradley S. King (U) , U , PRES ,      ,   ,   ,   , UN ,   
2018, P00006338 , N00041902 , Derrick Eggleston (U) , U , PRES ,      ,   ,   ,   , UN ,   
2018, P00006346 , N00041903 , Jill Ann Ms. Carty (I) , I , PRES ,      ,   ,   ,   , 3N ,   
2018, P00006353 , N00041904 , Kristopher Hoffman (3) , 3 , PRES ,      ,   ,   ,   , 3N ,   
2018, P00006361 , N00041905 , Moses The Mr. Pant Ferret (I) , I , PRES ,      ,   ,   ,   , 3N ,   
2018, P00006379 , N00041906 , Daniel L Mr. Davis (R) , R , PRES ,      ,   ,   ,   , RN ,   
2018, P00006387 , N00041907 , De'Sean Raynard Rev. Hawthorne (D) , D , PRES ,      ,   ,   ,   , DN ,   
2018, P40003766 , N00041908 , Tyrone Maurice Mr. Jamison (R) , R , PRES ,      ,   ,   ,   , RN ,   
2018, P40003774 , N00041909 , Jonathan Patrick Andrus (R) , R , PRES ,      ,   ,   ,   , RN ,   
2018, P40003782 , N00041910 , Andrew Townsend (I) , I , PRES ,      ,   ,   ,   , 3N ,   
2018, P80005960 , N00041911 , Mario Jaramillo (R) , R , PRES ,      ,   ,   ,   , RN ,   
2018, P80005978 , N00041912 , Tina Michelle Miss Espinosa De Los Monteros Sa (3) , 3 , PRES ,      ,   ,   ,   , 3N ,   
2018, P80005986 , N00041913 , Tina Michelle Espinosa De Los Montero'S Sanc (3) , 3 , PRES ,      ,   ,   ,   , 3N ,   
2018, P80005994 , N00041914 , Tina Michelle Miss Monteros (3) , 3 , PRES ,      ,   ,   ,   , 3N ,   
2018, S0KS00190 , N00041915 , Elliott Adams (D) , D , KSS1 ,      ,   ,   ,   , DN ,   
2018, S8AL00472 , N00041916 , Arlester (Mac) Mcbride (I) , I , ALS1 ,      ,   , Y , O , 3L ,   
2018, S8AL00480 , N00041917 , Ron Bishop (L) , L , ALS1 ,      ,   , Y , O , 3L ,   
2018, S8AZ00171 , N00041918 , Bob Bishop (D) , D , AZS2 ,      ,   , Y , O , DN ,   
2018, S8AZ00189 , N00041919 , Craig Brittain (R) , R , AZS2 ,      ,   , Y , O , RN ,   
2018, S8AZ00197 , N00033983 , Kyrsten Sinema (D) , D , AZS2 , AZ09 , Y , Y , O , DW ,   
2018, S8ME00155 , N00041921 , Zak Ringelstein (D) , D , MES1 ,      , Y , Y , C , DL ,   
2018, S8MO00178 , N00041922 , Courtland Sykes (R) , R , MOS2 ,      ,   , Y , C , RL ,   
2018, S8MT00242 , N00041923 , James Dean (R) , R , MTS1 ,      ,   , Y , C , RN ,   
2018, S8MT00259 , N00041924 , Sarah Dean (D) , D , MTS1 ,      ,   , Y , C , DN ,   
2018, S8MT00267 , N00041925 , Greg Strandberg (D) , D , MTS1 ,      ,   , Y , C , DN ,   
2018, S8NV00164 , N00041926 , Sarah Gazala (R) , R , NVS1 ,      ,   , Y , C , RL ,   
2018, S8OH00094 , N00041927 , Melissa Ackison (R) , R , OHS1 ,      ,   , Y , C , RL ,   
2018, S8TN00337 , N00003105 , Marsha Blackburn (R) , R , TNS1 , TN07 , Y , Y , O , RW ,   
2018, S8WI00224 , N00041929 , Leah Vukmir (R) , R , WIS1 ,      , Y , Y , C , RL ,   
2018, H4HI01167 , N00035724 , Donna Mercado Kim (D) , D , HI01 ,      ,   , Y , O , DL ,   
2018, H2MI11133 , N00033625 , Kerry Bentivolio (R) , R , MI11 ,      ,   , Y , O , RL ,   
2018, H0CA00116 , N00041930 , Kenneth E Jr Nwadike (D) , D , CA00 ,      ,   ,   ,   , DN ,   
2018, H8AR04130 , N00041931 , Hayden Shamel (D) , D , AR04 ,      , Y , Y , C , DL ,   
2018, H8CA12254 , N00041932 , Ryan Khojasteh (D) , D , CA12 ,      ,   , Y , C , DL ,   
2018, H8CA25116 , N00041933 , Scott McVarish (D) , D , CA25 ,      ,   , Y , C , DN ,   
2018, H8CA27112 , N00041934 , Bryan Witt (D) , D , CA27 ,      , Y , Y , C , DL ,   
2018, H8CA28193 , N00041935 , P. Mark Shayani (I) , I , CA28 ,      ,   , Y , C , 3N ,   
2018, H8CA35115 , N00041936 , Christian Valiente (R) , R , CA35 ,      , Y , Y , C , RL ,   
2018, H8CO02236 , N00041316 , Nick Thomas (I) , I , CO02 ,      ,   ,   , O , 3L ,   
2018, H8CO06260 , N00041938 , Roger Edwards (R) , R , CO06 ,      ,   , Y , C , RN ,   
2018, H8FL17038 , N00041939 , Bill Akins (R) , R , FL17 ,      ,   , Y , O , RL ,   
2018, H8FL27128 , N00041940 , Ken Russell (D) , D , FL27 ,      ,   , Y , O , DN ,   
